file_id,car_id,rank,anomaly_score,temp_error_median,peer_context_residual_median,peer_context_longest_persistent_deviation,active_cooling_duty_cycle
acv_test_case.xlsx,04,1,11.129084639559434,0.0,0.0,51.0,0.864787491741907
acv_test_case.xlsx,01,2,8.026439045127017,0.0,0.0,64.0,0.8667694340453644
acv_test_case.xlsx,05,3,1.5513270939839507,0.0,0.0,1.0,0.867209865668355
acv_test_case.xlsx,06,4,1.1466332993938193,0.0,0.0,2.0,0.8670997577626074
acv_test_case.xlsx,02,5,1.1466326383525862,0.0,0.0,4.0,0.8666593261396168
acv_test_case.xlsx,07,6,1.1466326383525862,0.0,0.0,11.0,0.867209865668355
acv_test_case.xlsx,08,7,1.1466326383525862,0.0,0.0,11.0,0.867209865668355
acv_test_case.xlsx,03,8,1.0117351475166978,0.0,0.0,3.0,0.8667694340453644
